Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
22.2,50.8,30.2,Alluvial,Rice,32,1,25,20-20
23.0,67.4,48.4,Alluvial,Millets,14,28,41,20-20
25.2,75.0,54.6,Loamy,Pulses,8,35,15,10-26-26
26.3,78.3,34.2,Alluvial,Wheat,21,15,12,20-20
29.2,46.1,37.8,Clayey,Cotton,2,0,9,20-20
34.1,74.3,40.4,Red,Cotton,42,27,3,14-35-14
22.0,62.3,54.7,Black,Millets,49,15,13,20-20
18.4,61.7,38.2,Red,Groundnuts,1,8,38,DAP
28.6,53.0,50.2,Clayey,Wheat,10,40,38,10-26-26
24.8,44.9,35.5,Alluvial,Cotton,35,8,33,28-28
37.4,56.8,52.3,Clayey,Maize,4,8,3,20-20
23.8,45.4,53.1,Red,Groundnuts,9,48,5,10-26-26
20.3,53.7,56.3,Black,Sugarcane,46,49,24,17-17-17
36.9,75.8,32.3,Red,Cotton,9,35,33,10-26-26
31.6,65.7,44.2,Red,Groundnuts,24,48,30,17-17-17
25.5,56.3,27.1,Alluvial,Pulses,18,28,34,20-20
31.0,49.0,34.6,Laterite,Rice,5,7,0,20-20
20.7,42.5,59.7,Red,Rice,42,28,18,20-20
23.8,46.7,34.6,Black,Sugarcane,9,5,30,20-20
24.7,49.3,40.1,Black,Rice,15,23,7,20-20
31.7,40.1,62.2,Red,Barley,36,9,12,Urea
23.1,45.7,27.3,Black,Sugarcane,33,9,38,28-28
33.2,40.7,47.3,Loamy,Cotton,16,19,47,20-20
24.3,53.3,54.3,Red,Tobacco,33,44,6,14-35-14
25.0,64.8,39.4,Loamy,Wheat,14,5,21,20-20
24.3,63.7,38.0,Loamy,Cotton,31,4,31,28-28
21.1,72.0,52.1,Clayey,Cotton,23,12,1,20-20
31.4,49.7,48.6,Loamy,Groundnuts,34,27,22,17-17-17
30.5,58.6,59.4,Black,Maize,39,39,16,20-20
24.6,49.5,44.9,Alluvial,Millets,11,30,47,20-20
29.9,67.2,44.2,Loamy,Wheat,40,13,6,Urea
29.8,63.4,54.7,Sandy,Millets,18,16,30,20-20
18.5,55.1,64.0,Sandy,Pulses,15,38,18,10-26-26
33.9,45.7,61.1,Black,Groundnuts,41,11,12,Urea
26.7,75.3,28.7,Black,Sugarcane,36,34,11,14-35-14
18.6,77.3,56.5,Clayey,Barley,8,46,21,10-26-26
29.7,74.4,64.7,Laterite,Sugarcane,15,2,30,20-20
37.7,68.8,59.4,Black,Millets,2,2,22,20-20
32.9,78.6,44.8,Alluvial,Millets,38,23,24,17-17-17
26.8,42.9,58.0,Alluvial,Barley,15,43,23,10-26-26
36.1,45.0,32.1,Laterite,Sugarcane,4,44,13,10-26-26
26.0,52.8,31.8,Black,Tobacco,16,20,49,20-20
34.4,65.0,32.2,Black,Pulses,25,30,32,17-17-17
35.4,44.4,42.5,Laterite,Groundnuts,15,8,42,20-20
21.9,54.3,36.3,Alluvial,Tobacco,28,24,5,14-35-14
25.2,40.5,50.0,Alluvial,Pulses,3,27,33,20-20
33.8,67.8,29.5,Alluvial,Groundnuts,0,30,28,20-20
28.8,61.1,36.8,Loamy,Pulses,10,23,26,20-20
26.5,63.2,31.8,Loamy,Wheat,22,48,11,14-35-14
32.1,53.1,43.8,Laterite,Groundnuts,45,44,6,14-35-14
32.9,47.9,27.6,Red,Groundnuts,35,39,37,17-17-17
25.3,54.3,59.0,Loamy,Barley,25,38,13,14-35-14
18.1,50.9,45.4,Clayey,Cotton,37,3,0,Urea
25.0,60.3,30.3,Laterite,Wheat,7,15,42,20-20
25.6,61.3,50.2,Red,Pulses,25,5,46,20-20
23.4,71.4,25.1,Laterite,Tobacco,15,12,0,20-20
18.9,52.0,44.9,Red,Groundnuts,27,44,13,14-35-14
18.4,68.8,41.6,Laterite,Wheat,26,40,44,17-17-17
21.6,71.0,47.6,Black,Pulses,7,13,47,DAP
31.5,45.2,52.8,Black,Rice,12,14,8,20-20
25.6,83.1,38.2,Black,Pulses,22,30,44,17-17-17
28.7,68.7,63.1,Alluvial,Barley,38,46,26,17-17-17
19.9,41.0,27.2,Clayey,Wheat,19,39,44,10-26-26
31.0,69.4,63.2,Clayey,Tobacco,21,12,44,20-20
24.3,41.6,30.5,Loamy,Pulses,7,40,36,10-26-26
19.7,76.0,60.9,Laterite,Tobacco,28,0,26,28-28
37.9,65.0,31.8,Black,Cotton,40,43,2,14-35-14
30.2,81.7,51.6,Loamy,Wheat,5,16,28,20-20
36.3,53.0,32.4,Laterite,Sugarcane,49,6,10,Urea
24.4,51.3,63.2,Loamy,Tobacco,17,19,34,20-20
27.0,59.1,31.3,Sandy,Sugarcane,5,25,6,20-20
28.6,57.6,49.9,Alluvial,Tobacco,24,14,38,20-20
29.1,75.4,46.7,Red,Sugarcane,46,13,27,28-28
27.4,79.5,48.4,Sandy,Cotton,4,29,37,20-20
29.9,55.1,57.6,Red,Barley,14,22,45,20-20
21.3,84.7,47.5,Sandy,Rice,41,26,3,14-35-14
31.3,58.9,63.6,Sandy,Millets,42,6,42,28-28
27.8,54.2,33.1,Black,Sugarcane,27,40,15,20-20
23.7,52.1,59.4,Clayey,Groundnuts,20,42,5,20-20
31.2,53.2,33.6,Black,Sugarcane,17,2,18,20-20
22.4,60.9,43.8,Laterite,Pulses,22,40,33,17-17-17
28.8,53.9,30.8,Sandy,Pulses,37,23,3,14-35-14
25.0,63.4,51.2,Alluvial,Sugarcane,25,25,30,17-17-17
21.1,60.3,41.3,Clayey,Millets,14,9,40,DAP
26.4,81.0,64.7,Alluvial,Cotton,18,7,13,20-20
33.2,63.0,50.8,Laterite,Groundnuts,0,27,42,20-20
35.0,40.9,49.2,Red,Pulses,28,25,24,17-17-17
27.3,50.8,60.8,Red,Millets,37,45,44,17-17-17
29.1,82.6,45.2,Red,Wheat,10,25,46,20-20
26.4,64.6,47.1,Sandy,Barley,48,36,33,17-17-17
32.4,49.6,32.9,Alluvial,Millets,43,13,43,28-28
26.8,61.6,60.9,Black,Maize,25,9,15,20-20
37.5,40.4,61.0,Red,Maize,7,9,13,20-20
21.4,69.4,26.0,Clayey,Wheat,18,25,27,20-20
28.0,49.6,27.4,Loamy,Tobacco,15,9,30,20-20
21.0,57.9,61.2,Laterite,Wheat,12,42,12,10-26-26
31.7,58.7,50.9,Clayey,Rice,36,33,38,17-17-17
18.5,75.6,25.5,Laterite,Rice,27,21,9,14-35-14
37.3,66.5,43.8,Black,Rice,34,27,16,20-20
30.6,75.3,50.9,Black,Pulses,43,12,36,28-28
22.3,68.7,45.2,Clayey,Groundnuts,33,34,47,17-17-17
34.9,63.6,52.7,Red,Tobacco,36,24,47,17-17-17
31.7,71.5,54.1,Alluvial,Cotton,29,43,11,14-35-14
31.3,49.6,51.3,Alluvial,Wheat,10,26,12,20-20
23.0,60.4,40.4,Black,Barley,6,27,13,20-20
20.4,59.2,36.5,Alluvial,Maize,34,45,22,17-17-17
28.3,62.7,31.0,Sandy,Maize,2,2,4,20-20
32.2,73.7,32.9,Loamy,Pulses,16,27,13,20-20
22.3,57.3,54.6,Black,Groundnuts,21,38,47,17-17-17
28.5,80.4,31.6,Clayey,Sugarcane,21,0,20,20-20
23.2,64.2,61.3,Sandy,Sugarcane,30,21,38,17-17-17
20.5,83.8,34.2,Clayey,Millets,39,43,13,14-35-14
35.2,53.9,51.4,Clayey,Tobacco,18,7,46,20-20
20.3,48.3,29.5,Sandy,Millets,4,16,15,20-20
32.3,59.7,41.1,Black,Groundnuts,1,46,19,10-26-26
21.2,74.4,44.7,Alluvial,Maize,5,38,43,10-26-26
31.7,77.9,41.6,Clayey,Maize,4,39,40,10-26-26
31.3,67.2,28.5,Laterite,Maize,13,43,13,10-26-26
32.2,66.4,39.3,Alluvial,Rice,31,2,47,28-28
30.5,53.6,63.7,Sandy,Millets,22,9,37,20-20
29.7,42.8,51.2,Alluvial,Groundnuts,37,44,17,20-20
23.8,75.9,56.3,Loamy,Millets,40,33,12,14-35-14
18.2,43.7,30.0,Clayey,Cotton,4,41,18,10-26-26
26.8,42.0,61.8,Clayey,Maize,21,16,12,20-20
26.8,84.8,41.8,Laterite,Pulses,27,40,45,17-17-17
34.3,78.7,49.6,Red,Millets,45,13,10,Urea
22.0,60.3,52.7,Loamy,Sugarcane,17,12,34,20-20
36.3,65.2,31.2,Sandy,Maize,46,46,41,17-17-17
26.9,41.5,37.8,Sandy,Rice,15,37,43,10-26-26
26.6,58.0,32.4,Laterite,Groundnuts,29,26,33,17-17-17
18.2,46.3,37.9,Laterite,Barley,13,22,32,20-20
24.5,47.1,38.5,Loamy,Sugarcane,3,49,19,10-26-26
35.4,70.9,29.5,Red,Wheat,37,49,25,17-17-17
33.5,79.3,33.6,Loamy,Maize,39,16,30,20-20
34.6,60.0,47.8,Sandy,Pulses,47,30,24,17-17-17
34.6,47.1,48.8,Alluvial,Sugarcane,22,5,13,20-20
25.1,44.9,41.8,Loamy,Pulses,38,5,33,28-28
30.9,44.0,60.7,Black,Groundnuts,39,33,32,17-17-17
20.3,54.1,57.4,Laterite,Cotton,44,4,21,20-20
23.6,57.9,31.8,Laterite,Tobacco,33,37,6,14-35-14
24.5,69.0,59.1,Sandy,Sugarcane,49,22,41,17-17-17
21.8,68.7,51.2,Laterite,Groundnuts,24,48,24,17-17-17
32.7,65.7,27.7,Alluvial,Sugarcane,48,28,3,14-35-14
19.6,59.3,47.2,Clayey,Rice,35,12,21,20-20
23.2,74.2,55.9,Laterite,Millets,9,30,10,20-20
31.8,63.1,43.3,Laterite,Wheat,28,22,3,14-35-14
33.8,56.8,47.5,Sandy,Sugarcane,31,49,36,17-17-17
35.0,65.2,46.3,Alluvial,Rice,19,4,8,20-20
23.7,56.5,28.4,Alluvial,Millets,32,12,0,Urea
30.3,66.9,36.7,Red,Groundnuts,9,27,18,20-20
24.1,63.3,40.3,Laterite,Millets,3,6,37,DAP
23.6,51.0,47.4,Black,Millets,19,44,41,10-26-26
34.9,73.1,33.5,Clayey,Maize,31,7,29,28-28
26.5,58.8,51.6,Clayey,Sugarcane,25,29,20,20-20
28.3,76.9,46.9,Black,Cotton,49,39,13,14-35-14
37.0,78.7,34.1,Loamy,Millets,45,34,22,17-17-17
35.1,74.9,40.7,Loamy,Millets,15,38,39,10-26-26
23.5,81.9,39.6,Black,Groundnuts,33,26,16,20-20
28.3,56.6,54.6,Red,Sugarcane,47,22,11,14-35-14
32.1,73.6,56.8,Alluvial,Rice,34,46,0,14-35-14
20.8,58.0,64.2,Sandy,Tobacco,31,23,20,20-20
27.8,71.6,45.5,Sandy,Maize,24,21,22,17-17-17
29.5,75.6,38.0,Black,Cotton,41,5,22,20-20
34.0,59.5,44.7,Alluvial,Maize,49,11,28,28-28
27.2,54.7,44.0,Loamy,Millets,43,7,18,20-20
23.0,57.9,42.1,Laterite,Millets,38,31,44,17-17-17
37.2,58.7,49.0,Clayey,Rice,19,16,16,20-20
31.8,70.6,35.1,Sandy,Cotton,27,42,32,17-17-17
24.5,61.7,49.7,Loamy,Tobacco,9,4,41,DAP
21.4,68.5,41.8,Black,Tobacco,40,1,36,28-28
28.9,62.4,30.4,Loamy,Maize,32,44,3,14-35-14
30.1,69.7,41.1,Loamy,Tobacco,8,17,5,20-20
25.4,83.2,57.8,Clayey,Wheat,16,7,42,20-20
23.7,52.2,59.2,Sandy,Rice,27,16,42,20-20
22.0,50.4,56.9,Laterite,Sugarcane,7,47,12,10-26-26
21.8,47.5,32.2,Alluvial,Wheat,33,12,8,Urea
37.1,76.6,61.2,Alluvial,Sugarcane,35,27,9,14-35-14
22.1,77.3,46.5,Clayey,Pulses,47,45,2,14-35-14
36.9,59.9,49.0,Black,Rice,47,2,13,Urea
21.2,71.5,62.1,Sandy,Rice,34,4,11,Urea
33.9,40.2,50.3,Alluvial,Tobacco,10,37,47,10-26-26
36.2,78.1,30.1,Red,Barley,41,3,34,28-28
23.3,80.5,62.1,Sandy,Rice,11,5,10,20-20
27.5,45.5,62.1,Alluvial,Pulses,47,41,2,14-35-14
21.1,68.1,38.5,Red,Barley,26,43,20,20-20
34.8,63.1,30.6,Sandy,Maize,45,30,17,20-20
28.7,77.5,41.1,Sandy,Sugarcane,22,46,30,17-17-17
22.8,47.6,56.0,Black,Wheat,37,28,22,17-17-17
30.7,76.5,26.8,Black,Wheat,10,4,47,DAP
23.8,53.9,45.9,Black,Sugarcane,15,36,13,10-26-26
37.5,69.0,36.1,Alluvial,Barley,35,15,5,20-20
34.5,76.7,62.4,Clayey,Cotton,40,28,35,17-17-17
27.3,68.2,56.8,Laterite,Cotton,12,17,45,20-20
26.9,70.1,50.2,Sandy,Rice,5,2,37,DAP
23.3,62.3,58.9,Alluvial,Cotton,7,31,36,10-26-26
32.6,47.4,39.1,Black,Tobacco,36,31,37,17-17-17
36.1,67.1,44.7,Alluvial,Rice,16,44,7,10-26-26
30.3,62.4,64.6,Black,Cotton,2,16,26,20-20
22.2,55.2,57.4,Red,Groundnuts,46,47,46,17-17-17
28.6,46.2,39.8,Red,Rice,28,5,31,28-28
27.2,70.3,46.7,Clayey,Maize,24,2,8,20-20
30.1,79.6,38.0,Red,Tobacco,15,10,47,20-20
34.4,53.3,53.2,Loamy,Tobacco,8,21,43,20-20
31.7,63.4,58.2,Black,Barley,37,23,20,20-20
19.4,76.1,57.4,Laterite,Barley,31,31,41,17-17-17
19.0,79.3,28.0,Black,Millets,25,42,11,14-35-14
36.5,42.6,26.2,Clayey,Wheat,26,38,8,14-35-14
28.7,79.4,61.5,Loamy,Rice,2,9,44,DAP
19.4,66.1,53.8,Loamy,Maize,26,38,21,17-17-17
18.2,60.7,44.5,Clayey,Pulses,47,41,18,20-20
34.8,40.5,37.5,Red,Wheat,48,29,21,17-17-17
19.1,66.8,28.5,Sandy,Rice,19,48,48,10-26-26
27.4,43.2,48.9,Loamy,Tobacco,15,37,29,10-26-26
18.2,49.6,49.6,Sandy,Groundnuts,31,12,48,28-28
38.0,68.1,47.3,Sandy,Pulses,19,4,33,20-20
21.8,71.6,36.6,Laterite,Maize,16,44,47,10-26-26
31.9,47.4,30.9,Sandy,Groundnuts,47,5,45,28-28
22.8,57.1,44.0,Loamy,Maize,46,40,43,17-17-17
24.5,54.3,42.9,Black,Tobacco,39,21,21,17-17-17
19.5,70.3,58.0,Laterite,Barley,26,32,16,20-20
31.2,60.2,42.9,Black,Maize,25,48,3,14-35-14
36.5,80.9,45.5,Clayey,Pulses,22,21,15,20-20
21.4,54.2,48.8,Clayey,Sugarcane,4,6,15,20-20
23.6,44.8,29.5,Alluvial,Wheat,23,9,27,20-20
33.1,44.8,28.3,Sandy,Pulses,45,15,6,20-20
28.0,42.0,38.9,Laterite,Sugarcane,5,4,27,20-20
22.2,43.3,43.6,Loamy,Rice,39,17,36,20-20
36.6,57.0,43.5,Clayey,Groundnuts,6,49,13,10-26-26
29.8,42.8,63.3,Clayey,Rice,47,16,17,20-20
21.8,61.1,53.8,Sandy,Rice,16,12,41,20-20
23.7,56.4,43.6,Red,Millets,43,1,27,28-28
37.0,43.5,62.3,Alluvial,Sugarcane,44,34,28,17-17-17
30.1,70.2,49.1,Red,Rice,47,28,2,14-35-14
24.9,55.7,43.8,Laterite,Wheat,17,22,4,20-20
27.0,77.2,28.9,Clayey,Millets,0,26,2,20-20
30.7,69.0,58.1,Black,Maize,41,29,19,20-20
33.7,79.7,58.5,Sandy,Tobacco,48,11,30,28-28
25.6,55.3,49.8,Clayey,Sugarcane,25,39,35,17-17-17
24.2,79.2,31.2,Red,Rice,0,43,30,10-26-26
32.3,47.1,35.1,Clayey,Groundnuts,34,15,20,20-20
20.9,46.0,62.8,Red,Groundnuts,23,3,26,20-20
28.2,45.8,54.6,Sandy,Groundnuts,16,44,37,10-26-26
36.3,42.9,27.2,Clayey,Millets,42,11,12,Urea
33.4,47.7,26.8,Laterite,Pulses,40,14,4,Urea
27.9,49.2,54.5,Laterite,Maize,48,23,44,17-17-17
27.0,83.7,59.0,Laterite,Sugarcane,36,25,37,17-17-17
26.5,52.5,43.8,Loamy,Pulses,12,2,36,DAP
29.9,79.2,26.9,Red,Wheat,44,18,39,20-20
20.1,69.9,36.4,Black,Sugarcane,2,2,4,20-20
30.1,76.1,56.7,Sandy,Groundnuts,23,39,16,20-20
20.6,56.9,51.9,Black,Tobacco,34,28,48,17-17-17
22.0,52.9,31.5,Sandy,Millets,45,9,47,28-28
25.5,80.6,61.7,Black,Sugarcane,2,5,1,20-20
23.1,51.8,26.6,Alluvial,Sugarcane,21,13,48,20-20
26.2,66.1,40.7,Sandy,Tobacco,18,5,18,20-20
31.0,59.1,42.0,Sandy,Wheat,1,43,46,10-26-26
24.6,62.9,26.0,Laterite,Millets,13,12,19,20-20
27.2,58.6,35.3,Black,Wheat,0,23,25,20-20
26.8,57.7,58.9,Red,Rice,20,2,25,20-20
32.9,63.9,57.4,Laterite,Wheat,32,10,6,Urea
36.8,78.9,45.0,Clayey,Groundnuts,45,21,17,20-20
23.2,50.2,44.2,Alluvial,Pulses,36,20,5,20-20
19.5,68.3,56.7,Laterite,Wheat,44,9,28,28-28
23.2,47.3,38.5,Sandy,Maize,39,5,25,20-20
23.4,77.9,37.5,Laterite,Cotton,36,18,5,20-20
28.2,68.0,40.8,Loamy,Maize,7,3,37,DAP
23.3,71.0,56.7,Sandy,Pulses,12,6,40,DAP
20.1,62.1,55.7,Black,Sugarcane,3,11,37,DAP
19.6,43.1,50.6,Black,Wheat,8,11,8,20-20
32.6,56.0,57.8,Alluvial,Millets,31,19,5,20-20
27.5,77.0,35.9,Red,Millets,18,30,6,20-20
37.9,58.0,49.6,Clayey,Maize,16,43,36,10-26-26
26.6,42.4,28.8,Black,Pulses,40,26,35,17-17-17
18.4,51.4,45.7,Alluvial,Barley,1,44,31,10-26-26
32.2,79.1,62.4,Clayey,Pulses,4,35,34,10-26-26
33.5,83.7,43.7,Clayey,Rice,24,24,3,14-35-14
32.8,68.1,64.5,Red,Tobacco,42,13,35,28-28
23.9,79.5,55.6,Red,Maize,24,25,2,14-35-14
25.1,68.6,55.1,Black,Cotton,15,18,46,20-20
27.5,64.1,55.8,Red,Cotton,47,14,1,Urea
21.3,84.8,29.8,Laterite,Millets,45,0,12,Urea
32.6,76.5,59.4,Alluvial,Millets,45,11,41,28-28
35.0,56.5,48.6,Sandy,Rice,49,6,27,28-28
28.6,73.1,58.5,Clayey,Pulses,14,20,37,20-20
24.6,47.0,59.0,Loamy,Maize,32,5,40,28-28
31.9,40.2,42.1,Black,Cotton,7,12,38,DAP
23.7,63.3,35.5,Red,Barley,31,1,21,20-20
26.4,75.0,54.4,Alluvial,Millets,29,39,16,20-20
25.3,82.1,27.2,Clayey,Maize,15,25,12,20-20
21.7,53.3,53.7,Loamy,Cotton,13,26,17,20-20
20.0,72.3,52.2,Laterite,Maize,27,12,40,28-28
25.5,46.7,47.3,Alluvial,Cotton,31,2,37,28-28
18.0,47.6,26.2,Alluvial,Tobacco,22,15,16,20-20
27.4,46.7,35.6,Red,Groundnuts,43,14,16,20-20
35.4,67.2,49.6,Sandy,Maize,26,15,34,20-20
31.7,74.9,37.5,Loamy,Maize,32,38,32,17-17-17
37.1,57.4,56.5,Loamy,Maize,24,15,44,20-20
31.5,49.0,28.2,Sandy,Millets,23,19,12,20-20
20.7,81.1,43.8,Sandy,Barley,46,25,29,17-17-17
25.1,75.9,42.7,Loamy,Wheat,10,22,9,20-20
22.7,66.5,47.8,Alluvial,Sugarcane,5,1,9,20-20
25.2,73.2,49.0,Clayey,Barley,1,4,45,DAP
29.4,77.4,62.3,Red,Maize,40,6,36,28-28
27.7,77.4,63.0,Black,Cotton,22,3,18,20-20
31.3,59.8,63.1,Laterite,Barley,47,31,34,17-17-17
29.7,82.7,44.4,Alluvial,Millets,5,16,16,20-20
36.9,57.9,33.7,Alluvial,Barley,31,49,35,17-17-17
33.0,82.0,37.7,Clayey,Sugarcane,37,18,16,20-20
35.7,72.8,62.1,Alluvial,Cotton,33,30,10,14-35-14
29.2,59.3,63.6,Clayey,Barley,9,26,25,20-20
36.2,40.4,54.4,Loamy,Barley,15,12,40,20-20
31.1,70.3,25.2,Laterite,Millets,48,1,26,28-28
24.9,80.2,36.7,Black,Rice,29,7,44,28-28
37.9,40.5,37.0,Sandy,Groundnuts,30,42,7,14-35-14
18.0,74.1,64.4,Sandy,Barley,15,19,12,20-20
27.3,63.0,30.5,Sandy,Wheat,44,33,47,17-17-17
28.7,72.7,29.9,Alluvial,Wheat,49,26,7,14-35-14
33.0,62.7,60.8,Laterite,Groundnuts,18,36,44,10-26-26
19.7,55.2,30.2,Clayey,Tobacco,38,33,35,17-17-17
23.2,80.9,25.8,Red,Millets,14,14,23,20-20
18.3,67.8,27.5,Clayey,Groundnuts,16,39,15,10-26-26
25.0,61.9,64.1,Laterite,Millets,32,16,9,20-20
23.4,64.0,49.3,Alluvial,Rice,7,22,12,20-20
32.1,50.0,35.4,Clayey,Pulses,40,2,34,28-28
27.2,65.0,36.4,Alluvial,Maize,14,1,13,20-20
20.1,67.6,28.8,Alluvial,Millets,39,26,27,17-17-17
31.7,69.0,25.6,Alluvial,Maize,46,1,12,Urea
30.9,59.6,33.0,Clayey,Barley,40,40,35,17-17-17
18.3,45.4,51.0,Laterite,Cotton,30,6,23,20-20
27.4,81.6,40.9,Sandy,Tobacco,28,13,19,20-20
35.1,78.0,44.2,Red,Maize,38,37,14,14-35-14
26.3,50.3,34.3,Laterite,Cotton,16,34,8,10-26-26
30.3,61.3,40.7,Sandy,Cotton,48,0,14,Urea
27.2,41.0,34.1,Clayey,Maize,12,29,5,20-20
28.8,71.0,43.8,Sandy,Wheat,37,1,39,28-28
28.8,51.3,60.6,Loamy,Wheat,38,34,3,14-35-14
35.5,47.7,30.4,Loamy,Wheat,17,47,20,10-26-26
31.6,43.9,43.4,Laterite,Rice,20,18,26,20-20
32.3,66.9,33.5,Red,Millets,41,4,47,28-28
32.5,69.0,54.1,Alluvial,Cotton,20,48,22,20-20
20.4,65.7,61.3,Loamy,Groundnuts,22,37,28,17-17-17
28.8,44.1,52.2,Laterite,Sugarcane,2,28,36,20-20
30.6,61.3,51.9,Clayey,Barley,49,0,44,28-28
25.7,66.5,50.9,Laterite,Cotton,34,44,5,14-35-14
24.7,77.4,36.0,Sandy,Wheat,43,28,41,17-17-17
23.3,83.5,31.4,Red,Cotton,36,12,26,28-28
32.0,51.4,26.6,Black,Pulses,41,8,33,28-28
29.8,62.6,59.9,Loamy,Maize,42,35,16,20-20
32.3,81.7,28.5,Alluvial,Millets,43,40,36,17-17-17
25.2,76.6,49.5,Black,Tobacco,18,4,4,20-20
18.8,66.3,26.9,Red,Pulses,20,27,0,20-20
25.5,81.6,58.2,Black,Tobacco,12,24,32,20-20
21.3,83.0,51.7,Sandy,Barley,22,30,10,14-35-14
24.3,70.5,44.4,Red,Groundnuts,34,16,35,20-20
34.9,81.0,57.8,Clayey,Groundnuts,2,5,29,20-20
32.3,40.2,26.9,Black,Tobacco,30,25,12,14-35-14
36.3,48.7,40.6,Alluvial,Maize,39,23,42,17-17-17
19.6,75.6,41.9,Laterite,Maize,48,13,13,Urea
22.0,50.9,41.6,Clayey,Rice,31,20,14,20-20
30.3,55.9,38.3,Clayey,Maize,18,43,46,10-26-26
38.0,75.1,36.5,Black,Pulses,29,29,37,17-17-17
27.1,77.3,64.0,Clayey,Pulses,15,13,23,20-20
27.8,63.9,33.1,Clayey,Tobacco,19,39,13,10-26-26
24.3,68.0,51.1,Laterite,Pulses,39,37,37,17-17-17
35.6,79.9,63.3,Loamy,Cotton,39,32,32,17-17-17
34.4,56.5,49.1,Black,Groundnuts,20,32,27,20-20
21.7,45.9,48.7,Alluvial,Groundnuts,34,1,13,Urea
33.9,42.2,59.2,Black,Cotton,9,21,47,20-20
35.9,48.7,30.2,Red,Pulses,20,43,20,20-20
27.9,76.4,43.8,Sandy,Millets,43,9,33,28-28
26.0,59.0,50.0,Alluvial,Wheat,32,43,37,17-17-17
21.9,83.8,31.1,Red,Pulses,22,42,21,17-17-17
35.3,65.3,63.0,Loamy,Maize,0,23,3,20-20
29.1,57.2,31.3,Laterite,Cotton,35,5,26,28-28
27.0,67.0,38.1,Loamy,Wheat,40,28,37,17-17-17
34.8,44.7,58.5,Red,Cotton,35,15,44,20-20
27.4,80.9,39.5,Clayey,Pulses,23,25,38,17-17-17
34.5,81.9,49.9,Loamy,Cotton,5,7,33,DAP
30.3,82.5,26.9,Red,Millets,21,11,17,20-20
34.7,80.6,57.6,Red,Millets,33,12,45,28-28
29.6,47.6,42.0,Sandy,Groundnuts,36,36,13,14-35-14
28.4,71.3,62.7,Loamy,Pulses,39,31,32,17-17-17
28.5,65.7,59.1,Red,Millets,18,16,25,20-20
28.0,83.1,54.4,Laterite,Groundnuts,32,28,6,14-35-14
19.6,67.3,29.1,Red,Millets,7,11,41,DAP
24.4,51.1,25.4,Sandy,Tobacco,19,36,15,10-26-26
24.1,62.9,54.9,Clayey,Wheat,21,22,39,17-17-17
18.5,73.3,37.7,Laterite,Rice,8,20,23,20-20
28.3,72.1,35.9,Clayey,Pulses,24,48,25,17-17-17
30.9,62.2,49.8,Loamy,Pulses,43,27,5,14-35-14
28.7,70.6,59.9,Laterite,Tobacco,10,29,20,20-20
29.7,43.2,60.7,Red,Maize,20,20,37,20-20
26.0,53.6,56.8,Loamy,Groundnuts,20,40,16,20-20
29.3,61.6,29.2,Black,Wheat,10,48,47,10-26-26
36.1,58.4,63.1,Alluvial,Cotton,22,18,8,20-20
28.9,61.1,30.1,Loamy,Millets,26,35,38,17-17-17
32.2,40.9,47.8,Red,Millets,49,39,19,20-20
19.8,50.4,26.9,Loamy,Wheat,8,14,8,20-20
24.9,60.7,32.7,Black,Groundnuts,35,45,20,20-20
36.0,45.7,57.9,Laterite,Barley,32,6,43,28-28
18.2,70.5,44.1,Alluvial,Barley,43,37,16,20-20
35.6,61.7,47.5,Laterite,Wheat,36,8,34,28-28
32.0,64.6,49.4,Sandy,Groundnuts,1,7,35,DAP
37.0,55.1,38.0,Black,Tobacco,31,42,33,17-17-17
24.1,70.0,60.6,Loamy,Groundnuts,18,8,26,20-20
25.8,63.0,62.2,Sandy,Sugarcane,35,24,17,20-20
18.1,44.9,47.9,Laterite,Wheat,19,6,14,20-20
34.8,63.6,33.3,Alluvial,Tobacco,17,46,45,10-26-26
31.6,78.1,52.7,Sandy,Sugarcane,26,40,30,17-17-17
21.4,58.9,44.4,Loamy,Cotton,15,21,27,20-20
35.8,78.1,64.7,Clayey,Maize,4,38,33,10-26-26
35.9,62.4,49.0,Loamy,Tobacco,14,23,41,20-20
29.3,61.2,26.9,Sandy,Tobacco,13,47,1,10-26-26
18.1,51.0,53.2,Loamy,Pulses,22,47,6,14-35-14
32.6,43.3,33.9,Red,Pulses,39,27,6,14-35-14
30.3,48.5,36.4,Loamy,Wheat,24,12,40,20-20
36.5,44.7,40.5,Clayey,Millets,7,44,48,10-26-26
32.5,43.1,63.2,Laterite,Maize,13,38,47,10-26-26
19.4,41.5,54.8,Sandy,Sugarcane,45,3,24,20-20
26.9,47.5,64.3,Laterite,Tobacco,47,18,4,20-20
28.8,69.8,29.6,Clayey,Millets,46,26,38,17-17-17
20.7,80.4,34.7,Clayey,Pulses,13,24,13,20-20
18.2,50.9,52.2,Laterite,Cotton,0,19,41,20-20
31.9,57.8,39.9,Black,Tobacco,39,32,0,14-35-14
25.3,78.4,55.3,Loamy,Cotton,42,24,49,17-17-17
27.6,75.2,30.8,Red,Pulses,16,12,36,20-20
22.6,63.7,43.1,Alluvial,Cotton,18,43,5,10-26-26
28.3,51.8,53.9,Alluvial,Millets,9,28,9,20-20
30.9,48.2,55.0,Alluvial,Rice,20,45,16,20-20
